set_id,part,dex_id,gender,slot_order,save_type,save_id,mapping_source,notes
as-0137-gunner,chest,138,both,1,1,60,exact-cn,
as-0137-gunner,arms,139,both,2,2,59,exact-cn,
as-0137-gunner,waist,140,both,3,3,61,exact-cn,
as-0137-gunner,legs,141,both,4,4,60,exact-cn,
as-0142-blade,head,142,both,0,5,22,exact-cn,
as-0142-blade,chest,143,both,1,1,23,exact-cn,
as-0142-blade,arms,144,both,2,2,22,exact-cn,
as-0142-blade,waist,145,both,3,3,24,exact-cn,
as-0142-blade,legs,146,both,4,4,23,exact-cn,
as-0147-gunner,head,147,both,0,5,23,exact-cn,
as-0147-gunner,chest,148,both,1,1,24,exact-cn,
as-0147-gunner,arms,149,both,2,2,23,exact-cn,
as-0147-gunner,waist,150,both,3,3,25,exact-cn,
as-0147-gunner,legs,151,both,4,4,24,exact-cn,
as-0152-blade,head,152,both,0,5,60,exact-cn,
as-0152-blade,chest,153,both,1,1,61,exact-cn,
as-0152-blade,arms,154,both,2,2,60,exact-cn,
as-0152-blade,waist,155,both,3,3,62,exact-cn,
as-0152-blade,legs,156,both,4,4,61,exact-cn,
as-0157-gunner,head,157,both,0,5,61,exact-cn,
as-0157-gunner,chest,158,both,1,1,62,exact-cn,
as-0157-gunner,arms,159,both,2,2,,unmapped,
as-0157-gunner,waist,160,both,3,3,63,exact-cn,
as-0157-gunner,legs,161,both,4,4,62,exact-cn,
as-0162-blade,head,162,both,0,5,24,exact-cn,
as-0162-blade,chest,163,both,1,1,25,exact-cn,
as-0162-blade,arms,164,both,2,2,24,exact-cn,
as-0162-blade,waist,165,both,3,3,26,exact-cn,
as-0162-blade,legs,166,both,4,4,25,exact-cn,
as-0167-gunner,head,167,both,0,5,25,exact-cn,
as-0167-gunner,chest,168,both,1,1,26,exact-cn,
as-0167-gunner,arms,169,both,2,2,25,exact-cn,
as-0167-gunner,waist,170,both,3,3,27,exact-cn,
as-0167-gunner,legs,171,both,4,4,,unmapped,
as-0172-blade,head,172,both,0,5,32,exact-cn,
as-0172-blade,chest,173,both,1,1,33,exact-cn,
as-0172-blade,arms,174,both,2,2,32,exact-cn,
as-0172-blade,waist,175,both,3,3,34,exact-cn,
as-0172-blade,legs,176,both,4,4,33,exact-cn,
as-0177-gunner,head,177,both,0,5,33,exact-cn,
as-0177-gunner,chest,178,both,1,1,34,exact-cn,
as-0177-gunner,arms,179,both,2,2,33,exact-cn,
as-0177-gunner,waist,180,both,3,3,35,exact-cn,
as-0177-gunner,legs,181,both,4,4,34,exact-cn,
as-0182-blade,head,182,both,0,5,34,exact-cn,
as-0182-blade,chest,183,both,1,1,35,exact-cn,
as-0182-blade,arms,184,both,2,2,34,exact-cn,
as-0182-blade,waist,185,both,3,3,36,exact-cn,
as-0182-blade,legs,186,both,4,4,35,exact-cn,
as-0187-gunner,head,187,both,0,5,35,exact-cn,
as-0187-gunner,chest,188,both,1,1,36,exact-cn,
as-0187-gunner,arms,189,both,2,2,35,exact-cn,
as-0187-gunner,waist,190,both,3,3,37,exact-cn,
as-0187-gunner,legs,191,both,4,4,36,exact-cn,
as-0192-blade,head,192,both,0,5,36,exact-cn,
as-0192-blade,chest,193,both,1,1,37,exact-cn,
as-0192-blade,arms,194,both,2,2,36,exact-cn,
as-0192-blade,waist,195,both,3,3,38,exact-cn,
as-0192-blade,legs,196,both,4,4,37,exact-cn,
as-0197-gunner,head,197,both,0,5,37,exact-cn,
as-0197-gunner,chest,198,both,1,1,38,exact-cn,
as-0197-gunner,arms,199,both,2,2,37,exact-cn,
as-0197-gunner,waist,200,both,3,3,39,exact-cn,
as-0197-gunner,legs,201,both,4,4,38,exact-cn,
as-0202-blade,head,202,both,0,5,42,exact-cn,
as-0202-blade,chest,203,both,1,1,43,exact-cn,
as-0202-blade,arms,204,both,2,2,42,exact-cn,
as-0202-blade,waist,205,both,3,3,44,exact-cn,
as-0202-blade,legs,206,both,4,4,43,exact-cn,
as-0207-gunner,head,207,both,0,5,43,exact-cn,
as-0207-gunner,chest,208,both,1,1,44,exact-cn,
as-0207-gunner,arms,209,both,2,2,43,exact-cn,
as-0207-gunner,waist,210,both,3,3,45,exact-cn,
as-0207-gunner,legs,211,both,4,4,44,exact-cn,
as-0212-both,head,212,both,0,5,348,exact-cn,
as-0213-blade,head,213,both,0,5,62,exact-cn,
as-0213-blade,chest,214,both,1,1,63,exact-cn,
as-0213-blade,arms,215,both,2,2,62,exact-cn,
as-0213-blade,waist,216,both,3,3,64,exact-cn,
as-0213-blade,legs,217,both,4,4,63,exact-cn,
as-0218-gunner,head,218,both,0,5,63,exact-cn,
as-0218-gunner,chest,219,both,1,1,64,exact-cn,
as-0218-gunner,arms,220,both,2,2,63,exact-cn,
as-0218-gunner,waist,221,both,3,3,65,exact-cn,
as-0218-gunner,legs,222,both,4,4,64,exact-cn,
as-0223-blade,head,223,male,0,5,28,exact-cn,
as-0223-blade,head,233,female,1,5,30,exact-cn,
as-0223-blade,chest,224,male,2,1,29,exact-cn,
as-0223-blade,chest,234,female,3,1,31,exact-cn,
as-0223-blade,arms,225,male,4,2,28,exact-cn,
as-0223-blade,arms,235,female,5,2,30,exact-cn,
as-0223-blade,waist,226,male,6,3,30,exact-cn,
as-0223-blade,waist,236,female,7,3,32,exact-cn,
as-0223-blade,legs,227,male,8,4,29,exact-cn,
as-0223-blade,legs,237,female,9,4,31,exact-cn,
as-0228-gunner,head,228,male,0,5,29,exact-cn,
as-0228-gunner,head,238,female,1,5,31,exact-cn,
as-0228-gunner,chest,229,male,2,1,30,exact-cn,
as-0228-gunner,chest,239,female,3,1,32,exact-cn,
as-0228-gunner,arms,230,male,4,2,,unmapped,
as-0228-gunner,arms,240,female,5,2,31,exact-cn,
as-0228-gunner,waist,231,male,6,3,31,exact-cn,
as-0228-gunner,waist,241,female,7,3,33,exact-cn,
as-0228-gunner,legs,232,male,8,4,30,exact-cn,
as-0228-gunner,legs,242,female,9,4,32,exact-cn,
as-0243-blade,head,243,both,0,5,38,exact-cn,
as-0243-blade,chest,244,both,1,1,39,exact-cn,
as-0243-blade,arms,245,both,2,2,38,exact-cn,
as-0243-blade,waist,246,both,3,3,40,exact-cn,
as-0243-blade,legs,247,both,4,4,39,exact-cn,
as-0248-gunner,head,248,both,0,5,39,exact-cn,
as-0248-gunner,chest,249,both,1,1,40,exact-cn,
as-0248-gunner,arms,250,both,2,2,39,exact-cn,
as-0248-gunner,waist,251,both,3,3,41,exact-cn,
as-0248-gunner,legs,252,both,4,4,40,exact-cn,
as-0253-blade,head,253,both,0,5,40,exact-cn,
as-0253-blade,chest,254,both,1,1,41,exact-cn,
as-0253-blade,arms,255,both,2,2,40,exact-cn,
as-0253-blade,waist,256,both,3,3,42,exact-cn,
as-0253-blade,legs,257,both,4,4,41,exact-cn,
as-0258-gunner,head,258,both,0,5,41,exact-cn,
as-0258-gunner,chest,259,both,1,1,42,exact-cn,
as-0258-gunner,arms,260,both,2,2,41,exact-cn,
as-0258-gunner,waist,261,both,3,3,43,exact-cn,
as-0258-gunner,legs,262,both,4,4,42,exact-cn,
as-0263-blade,head,263,both,0,5,64,exact-cn,
as-0263-blade,chest,264,both,1,1,65,exact-cn,
as-0263-blade,arms,265,both,2,2,64,exact-cn,
as-0263-blade,waist,266,both,3,3,66,exact-cn,
as-0263-blade,legs,267,both,4,4,65,exact-cn,
as-0268-gunner,head,268,both,0,5,65,exact-cn,
as-0268-gunner,chest,269,both,1,1,66,exact-cn,
as-0268-gunner,arms,270,both,2,2,65,exact-cn,
as-0268-gunner,waist,271,both,3,3,67,exact-cn,
as-0268-gunner,legs,272,both,4,4,66,exact-cn,
as-0273-blade,head,273,both,0,5,44,exact-cn,
as-0273-blade,chest,274,both,1,1,45,exact-cn,
as-0273-blade,arms,275,both,2,2,44,exact-cn,
as-0273-blade,waist,276,both,3,3,46,exact-cn,
as-0273-blade,legs,277,both,4,4,45,exact-cn,
as-0278-gunner,head,278,both,0,5,45,exact-cn,
as-0278-gunner,chest,279,both,1,1,46,exact-cn,
as-0278-gunner,arms,280,both,2,2,45,exact-cn,
as-0278-gunner,waist,281,both,3,3,47,exact-cn,
as-0278-gunner,legs,282,both,4,4,46,exact-cn,
as-0283-blade,head,283,both,0,5,46,exact-cn,
as-0283-blade,chest,284,both,1,1,47,exact-cn,
as-0283-blade,arms,285,both,2,2,46,exact-cn,
as-0283-blade,waist,286,both,3,3,48,exact-cn,
as-0283-blade,legs,287,both,4,4,47,exact-cn,
as-0288-gunner,head,288,both,0,5,47,exact-cn,
as-0288-gunner,chest,289,both,1,1,48,exact-cn,
as-0288-gunner,arms,290,both,2,2,47,exact-cn,
as-0288-gunner,waist,291,both,3,3,49,exact-cn,
as-0288-gunner,legs,292,both,4,4,48,exact-cn,
as-0293-blade,head,293,both,0,5,48,exact-cn,
as-0293-blade,chest,294,both,1,1,49,exact-cn,
as-0293-blade,arms,295,both,2,2,48,exact-cn,
as-0293-blade,waist,296,both,3,3,50,exact-cn,
as-0293-blade,legs,297,both,4,4,49,exact-cn,
as-0298-gunner,head,298,both,0,5,49,exact-cn,
as-0298-gunner,chest,299,both,1,1,50,exact-cn,
as-0298-gunner,arms,300,both,2,2,49,exact-cn,
as-0298-gunner,waist,301,both,3,3,51,exact-cn,
as-0298-gunner,legs,302,both,4,4,50,exact-cn,
as-0303-blade,head,303,male,0,5,50,exact-cn,
as-0303-blade,head,313,female,1,5,52,exact-cn,
as-0303-blade,chest,304,male,2,1,51,exact-cn,
as-0303-blade,chest,314,female,3,1,53,exact-cn,
as-0303-blade,arms,305,male,4,2,50,exact-cn,
as-0303-blade,arms,315,female,5,2,52,exact-cn,
as-0303-blade,waist,306,male,6,3,52,exact-cn,
as-0303-blade,waist,316,female,7,3,54,exact-cn,
as-0303-blade,legs,307,male,8,4,51,exact-cn,
as-0303-blade,legs,317,female,9,4,53,exact-cn,
as-0308-gunner,head,308,male,0,5,51,exact-cn,
as-0308-gunner,head,318,female,1,5,53,exact-cn,
as-0308-gunner,chest,309,male,2,1,52,exact-cn,
as-0308-gunner,chest,319,female,3,1,54,exact-cn,
as-0308-gunner,arms,310,male,4,2,51,exact-cn,
as-0308-gunner,arms,320,female,5,2,53,exact-cn,
as-0308-gunner,waist,311,male,6,3,53,exact-cn,
as-0308-gunner,waist,321,female,7,3,55,exact-cn,
as-0308-gunner,legs,312,male,8,4,52,exact-cn,
as-0308-gunner,legs,322,female,9,4,54,exact-cn,
as-0323-blade,head,323,both,0,5,73,exact-cn,
as-0323-blade,chest,324,both,1,1,76,exact-cn,
as-0323-blade,arms,325,both,2,2,75,exact-cn,
as-0323-blade,waist,326,both,3,3,75,exact-cn,
as-0323-blade,legs,327,both,4,4,76,exact-cn,
as-0328-gunner,head,328,both,0,5,74,exact-cn,
as-0328-gunner,chest,329,both,1,1,77,exact-cn,
as-0328-gunner,arms,330,both,2,2,76,exact-cn,
as-0328-gunner,waist,331,both,3,3,76,exact-cn,
as-0328-gunner,legs,332,both,4,4,77,exact-cn,
as-0333-blade,head,333,both,0,5,133,exact-cn,
as-0333-blade,chest,334,both,1,1,137,exact-cn,
as-0333-blade,arms,335,both,2,2,132,exact-cn,
as-0333-blade,waist,336,both,3,3,136,exact-cn,
as-0333-blade,legs,337,both,4,4,136,exact-cn,
as-0338-gunner,head,338,both,0,5,134,exact-cn,
as-0338-gunner,chest,339,both,1,1,138,exact-cn,
as-0338-gunner,arms,340,both,2,2,133,exact-cn,
as-0338-gunner,waist,341,both,3,3,137,exact-cn,
as-0338-gunner,legs,342,both,4,4,137,exact-cn,
as-0343-blade,head,343,both,0,5,77,exact-cn,
as-0343-blade,chest,344,both,1,1,78,exact-cn,
as-0343-blade,arms,345,both,2,2,77,exact-cn,
as-0343-blade,waist,346,both,3,3,79,exact-cn,
as-0343-blade,legs,347,both,4,4,80,exact-cn,
as-0348-gunner,head,348,both,0,5,78,exact-cn,
as-0348-gunner,chest,349,both,1,1,79,exact-cn,
as-0348-gunner,arms,350,both,2,2,78,exact-cn,
as-0348-gunner,waist,351,both,3,3,80,exact-cn,
as-0348-gunner,legs,352,both,4,4,81,exact-cn,
as-0353-blade,chest,353,both,0,1,80,exact-cn,
as-0353-blade,waist,354,both,1,3,81,exact-cn,
as-0353-blade,legs,355,both,2,4,82,exact-cn,
as-0356-gunner,chest,356,both,0,1,,unmapped,
as-0356-gunner,waist,357,both,1,3,,unmapped,
as-0356-gunner,legs,358,both,2,4,83,exact-cn,
as-0359-blade,head,359,both,0,5,79,exact-cn,
as-0359-blade,chest,360,both,1,1,82,exact-cn,
as-0359-blade,arms,361,both,2,2,79,exact-cn,
as-0359-blade,waist,362,both,3,3,83,exact-cn,
as-0359-blade,legs,363,both,4,4,84,exact-cn,
as-0364-gunner,head,364,both,0,5,80,exact-cn,
as-0364-gunner,chest,365,both,1,1,83,exact-cn,
as-0364-gunner,arms,366,both,2,2,80,exact-cn,
as-0364-gunner,waist,367,both,3,3,84,exact-cn,
as-0364-gunner,legs,368,both,4,4,85,exact-cn,
as-0369-blade,head,369,both,0,5,75,exact-cn,
as-0369-blade,waist,370,both,1,3,77,exact-cn,
as-0369-blade,legs,371,both,2,4,78,exact-cn,
as-0372-gunner,head,372,both,0,5,,unmapped,
as-0372-gunner,waist,373,both,1,3,78,exact-cn,
as-0372-gunner,legs,374,both,2,4,79,exact-cn,
as-0375-blade,head,375,both,0,5,81,exact-cn,
as-0375-blade,chest,376,both,1,1,84,exact-cn,
as-0375-blade,arms,377,both,2,2,81,exact-cn,
as-0375-blade,waist,378,both,3,3,85,exact-cn,
as-0375-blade,legs,379,both,4,4,86,exact-cn,
as-0380-gunner,head,380,both,0,5,82,exact-cn,
as-0380-gunner,chest,381,both,1,1,85,exact-cn,
as-0380-gunner,arms,382,both,2,2,82,exact-cn,
as-0380-gunner,waist,383,both,3,3,86,exact-cn,
as-0380-gunner,legs,384,both,4,4,87,exact-cn,
as-0385-blade,head,385,both,0,5,83,exact-cn,
as-0385-blade,chest,386,both,1,1,86,exact-cn,
as-0385-blade,arms,387,both,2,2,83,exact-cn,
as-0385-blade,waist,388,both,3,3,87,exact-cn,
as-0385-blade,legs,389,both,4,4,88,exact-cn,
as-0390-gunner,head,390,both,0,5,84,exact-cn,
as-0390-gunner,chest,391,both,1,1,87,exact-cn,
as-0390-gunner,arms,392,both,2,2,84,exact-cn,
as-0390-gunner,waist,393,both,3,3,88,exact-cn,
as-0390-gunner,legs,394,both,4,4,89,exact-cn,
as-0395-blade,head,395,both,0,5,87,exact-cn,
as-0395-blade,chest,396,both,1,1,90,exact-cn,
as-0395-blade,arms,397,both,2,2,87,exact-cn,
as-0395-blade,waist,398,both,3,3,91,exact-cn,
as-0395-blade,legs,399,both,4,4,92,exact-cn,
as-0400-gunner,head,400,both,0,5,88,exact-cn,
as-0400-gunner,chest,401,both,1,1,91,exact-cn,
as-0400-gunner,arms,402,both,2,2,,unmapped,
as-0400-gunner,waist,403,both,3,3,92,exact-cn,
as-0400-gunner,legs,404,both,4,4,93,exact-cn,
as-0405-blade,head,405,both,0,5,89,exact-cn,
as-0405-blade,chest,406,both,1,1,92,exact-cn,
as-0405-blade,arms,407,both,2,2,89,exact-cn,
as-0405-blade,waist,408,both,3,3,93,exact-cn,
as-0405-blade,legs,409,both,4,4,94,exact-cn,
as-0410-gunner,head,410,both,0,5,90,exact-cn,
as-0410-gunner,chest,411,both,1,1,93,exact-cn,
as-0410-gunner,arms,412,both,2,2,90,exact-cn,
as-0410-gunner,waist,413,both,3,3,94,exact-cn,
as-0410-gunner,legs,414,both,4,4,95,exact-cn,
as-0415-blade,head,415,both,0,5,91,exact-cn,
as-0415-blade,chest,416,both,1,1,94,exact-cn,
as-0417-gunner,head,417,both,0,5,92,exact-cn,
as-0417-gunner,chest,418,both,1,1,95,exact-cn,
as-0419-blade,head,419,female,0,5,191,exact-cn,
as-0419-blade,chest,420,female,1,1,197,exact-cn,
as-0419-blade,arms,421,female,2,2,192,exact-cn,
as-0419-blade,waist,422,female,3,3,194,exact-cn,
as-0419-blade,legs,423,female,4,4,196,exact-cn,
as-0424-gunner,head,424,female,0,5,192,exact-cn,
as-0424-gunner,chest,425,female,1,1,198,exact-cn,
as-0424-gunner,arms,426,female,2,2,193,exact-cn,
as-0424-gunner,waist,427,female,3,3,195,exact-cn,
as-0424-gunner,legs,428,female,4,4,197,exact-cn,
as-0429-blade,head,429,both,0,5,85,exact-cn,
as-0429-blade,chest,430,both,1,1,88,exact-cn,
as-0429-blade,arms,431,both,2,2,85,exact-cn,
as-0429-blade,waist,432,both,3,3,89,exact-cn,
as-0429-blade,legs,433,both,4,4,90,exact-cn,
as-0434-gunner,head,434,both,0,5,86,exact-cn,
as-0434-gunner,chest,435,both,1,1,89,exact-cn,
as-0434-gunner,arms,436,both,2,2,86,exact-cn,
as-0434-gunner,waist,437,both,3,3,90,exact-cn,
as-0434-gunner,legs,438,both,4,4,91,exact-cn,
as-0439-blade,head,439,both,0,5,105,exact-cn,
as-0439-blade,chest,440,both,1,1,109,exact-cn,
as-0439-blade,arms,441,both,2,2,104,exact-cn,
as-0439-blade,waist,442,both,3,3,108,exact-cn,
as-0439-blade,legs,443,both,4,4,108,exact-cn,
as-0444-gunner,head,444,both,0,5,106,exact-cn,
as-0444-gunner,chest,445,both,1,1,110,exact-cn,
as-0444-gunner,arms,446,both,2,2,105,exact-cn,
as-0444-gunner,waist,447,both,3,3,109,exact-cn,
as-0444-gunner,legs,448,both,4,4,109,exact-cn,
as-0449-blade,head,449,both,0,5,103,exact-cn,
as-0449-blade,chest,450,both,1,1,107,exact-cn,
as-0449-blade,arms,451,both,2,2,102,exact-cn,
as-0449-blade,waist,452,both,3,3,106,exact-cn,
as-0449-blade,legs,453,both,4,4,106,exact-cn,
as-0454-gunner,head,454,both,0,5,104,exact-cn,
as-0454-gunner,chest,455,both,1,1,108,exact-cn,
as-0454-gunner,arms,456,both,2,2,103,exact-cn,
as-0454-gunner,waist,457,both,3,3,107,exact-cn,
as-0454-gunner,legs,458,both,4,4,107,exact-cn,
as-0459-blade,head,459,both,0,5,101,exact-cn,
as-0459-blade,chest,460,both,1,1,105,exact-cn,
as-0459-blade,arms,461,both,2,2,100,exact-cn,
as-0459-blade,waist,462,both,3,3,104,exact-cn,
as-0459-blade,legs,463,both,4,4,104,exact-cn,
as-0464-gunner,head,464,both,0,5,102,exact-cn,
as-0464-gunner,chest,465,both,1,1,106,exact-cn,
as-0464-gunner,arms,466,both,2,2,101,exact-cn,
as-0464-gunner,waist,467,both,3,3,105,exact-cn,
as-0464-gunner,legs,468,both,4,4,105,exact-cn,
as-0469-blade,head,469,both,0,5,107,exact-cn,
as-0469-blade,chest,470,both,1,1,111,exact-cn,
as-0469-blade,arms,471,both,2,2,106,exact-cn,
as-0469-blade,waist,472,both,3,3,110,exact-cn,
as-0469-blade,legs,473,both,4,4,110,exact-cn,
as-0474-gunner,head,474,both,0,5,108,exact-cn,
as-0474-gunner,chest,475,both,1,1,112,exact-cn,
as-0474-gunner,arms,476,both,2,2,107,exact-cn,
as-0474-gunner,waist,477,both,3,3,111,exact-cn,
as-0474-gunner,legs,478,both,4,4,111,exact-cn,
as-0479-both,head,479,both,0,5,347,exact-cn,
as-0480-both,head,480,both,0,5,349,exact-cn,
as-0481-both,head,481,both,0,5,350,exact-cn,
as-0482-blade,head,482,both,0,5,93,exact-cn,
as-0482-blade,chest,483,both,1,1,96,exact-cn,
as-0482-blade,arms,484,both,2,2,91,exact-cn,
as-0482-blade,waist,485,both,3,3,95,exact-cn,
as-0482-blade,legs,486,both,4,4,96,exact-cn,
as-0487-gunner,head,487,both,0,5,94,exact-cn,
as-0487-gunner,chest,488,both,1,1,97,exact-cn,
as-0487-gunner,arms,489,both,2,2,92,exact-cn,
as-0487-gunner,waist,490,both,3,3,96,exact-cn,
as-0487-gunner,legs,491,both,4,4,97,exact-cn,
as-0492-blade,head,492,both,0,5,95,exact-cn,
as-0492-blade,chest,493,both,1,1,98,exact-cn,
as-0492-blade,arms,494,both,2,2,93,exact-cn,
