model_id,gender,part,model_key,arc_relative_path,mapping_source
3,male,chest,armor-m-pl003-chest,armor-mod/m/pl003/m_body003.arc,romfs-player-model-inventory
3,male,arms,armor-m-pl003-arms,armor-mod/m/pl003/m_arm003.arc,romfs-player-model-inventory
3,male,waist,armor-m-pl003-waist,armor-mod/m/pl003/m_wst003.arc,romfs-player-model-inventory
3,male,legs,armor-m-pl003-legs,armor-mod/m/pl003/m_leg003.arc,romfs-player-model-inventory
4,female,head,armor-f-pl004-head,armor-mod/f/pl004/f_helm004.arc,romfs-player-model-inventory
4,female,chest,armor-f-pl004-chest,armor-mod/f/pl004/f_body004.arc,romfs-player-model-inventory
4,female,arms,armor-f-pl004-arms,armor-mod/f/pl004/f_arm004.arc,romfs-player-model-inventory
4,female,waist,armor-f-pl004-waist,armor-mod/f/pl004/f_wst004.arc,romfs-player-model-inventory
4,female,legs,armor-f-pl004-legs,armor-mod/f/pl004/f_leg004.arc,romfs-player-model-inventory
4,male,head,armor-m-pl004-head,armor-mod/m/pl004/m_helm004.arc,romfs-player-model-inventory
4,male,chest,armor-m-pl004-chest,armor-mod/m/pl004/m_body004.arc,romfs-player-model-inventory
4,male,arms,armor-m-pl004-arms,armor-mod/m/pl004/m_arm004.arc,romfs-player-model-inventory
4,male,waist,armor-m-pl004-waist,armor-mod/m/pl004/m_wst004.arc,romfs-player-model-inventory
4,male,legs,armor-m-pl004-legs,armor-mod/m/pl004/m_leg004.arc,romfs-player-model-inventory
5,female,head,armor-f-pl005-head,armor-mod/f/pl005/f_helm005.arc,romfs-player-model-inventory
5,female,chest,armor-f-pl005-chest,armor-mod/f/pl005/f_body005.arc,romfs-player-model-inventory
5,female,arms,armor-f-pl005-arms,armor-mod/f/pl005/f_arm005.arc,romfs-player-model-inventory
5,female,waist,armor-f-pl005-waist,armor-mod/f/pl005/f_wst005.arc,romfs-player-model-inventory
5,female,legs,armor-f-pl005-legs,armor-mod/f/pl005/f_leg005.arc,romfs-player-model-inventory
5,male,head,armor-m-pl005-head,armor-mod/m/pl005/m_helm005.arc,romfs-player-model-inventory
5,male,chest,armor-m-pl005-chest,armor-mod/m/pl005/m_body005.arc,romfs-player-model-inventory
5,male,arms,armor-m-pl005-arms,armor-mod/m/pl005/m_arm005.arc,romfs-player-model-inventory
5,male,waist,armor-m-pl005-waist,armor-mod/m/pl005/m_wst005.arc,romfs-player-model-inventory
5,male,legs,armor-m-pl005-legs,armor-mod/m/pl005/m_leg005.arc,romfs-player-model-inventory
6,female,head,armor-f-pl006-head,armor-mod/f/pl006/f_helm006.arc,romfs-player-model-inventory
6,female,chest,armor-f-pl006-chest,armor-mod/f/pl006/f_body006.arc,romfs-player-model-inventory
6,female,arms,armor-f-pl006-arms,armor-mod/f/pl006/f_arm006.arc,romfs-player-model-inventory
6,female,waist,armor-f-pl006-waist,armor-mod/f/pl006/f_wst006.arc,romfs-player-model-inventory
6,female,legs,armor-f-pl006-legs,armor-mod/f/pl006/f_leg006.arc,romfs-player-model-inventory
6,male,head,armor-m-pl006-head,armor-mod/m/pl006/m_helm006.arc,romfs-player-model-inventory
6,male,chest,armor-m-pl006-chest,armor-mod/m/pl006/m_body006.arc,romfs-player-model-inventory
6,male,arms,armor-m-pl006-arms,armor-mod/m/pl006/m_arm006.arc,romfs-player-model-inventory
6,male,waist,armor-m-pl006-waist,armor-mod/m/pl006/m_wst006.arc,romfs-player-model-inventory
6,male,legs,armor-m-pl006-legs,armor-mod/m/pl006/m_leg006.arc,romfs-player-model-inventory
7,female,chest,armor-f-pl007-chest,armor-mod/f/pl007/f_body007.arc,romfs-player-model-inventory
7,female,waist,armor-f-pl007-waist,armor-mod/f/pl007/f_wst007.arc,romfs-player-model-inventory
7,female,legs,armor-f-pl007-legs,armor-mod/f/pl007/f_leg007.arc,romfs-player-model-inventory
7,male,chest,armor-m-pl007-chest,armor-mod/m/pl007/m_body007.arc,romfs-player-model-inventory
7,male,waist,armor-m-pl007-waist,armor-mod/m/pl007/m_wst007.arc,romfs-player-model-inventory
7,male,legs,armor-m-pl007-legs,armor-mod/m/pl007/m_leg007.arc,romfs-player-model-inventory
8,female,head,armor-f-pl008-head,armor-mod/f/pl008/f_helm008.arc,romfs-player-model-inventory
8,female,chest,armor-f-pl008-chest,armor-mod/f/pl008/f_body008.arc,romfs-player-model-inventory
8,female,arms,armor-f-pl008-arms,armor-mod/f/pl008/f_arm008.arc,romfs-player-model-inventory
8,female,waist,armor-f-pl008-waist,armor-mod/f/pl008/f_wst008.arc,romfs-player-model-inventory
8,female,legs,armor-f-pl008-legs,armor-mod/f/pl008/f_leg008.arc,romfs-player-model-inventory
8,male,head,armor-m-pl008-head,armor-mod/m/pl008/m_helm008.arc,romfs-player-model-inventory
8,male,chest,armor-m-pl008-chest,armor-mod/m/pl008/m_body008.arc,romfs-player-model-inventory
8,male,arms,armor-m-pl008-arms,armor-mod/m/pl008/m_arm008.arc,romfs-player-model-inventory
8,male,waist,armor-m-pl008-waist,armor-mod/m/pl008/m_wst008.arc,romfs-player-model-inventory
8,male,legs,armor-m-pl008-legs,armor-mod/m/pl008/m_leg008.arc,romfs-player-model-inventory
9,female,head,armor-f-pl009-head,armor-mod/f/pl009/f_helm009.arc,romfs-player-model-inventory
9,female,chest,armor-f-pl009-chest,armor-mod/f/pl009/f_body009.arc,romfs-player-model-inventory
9,female,arms,armor-f-pl009-arms,armor-mod/f/pl009/f_arm009.arc,romfs-player-model-inventory
9,female,waist,armor-f-pl009-waist,armor-mod/f/pl009/f_wst009.arc,romfs-player-model-inventory
9,female,legs,armor-f-pl009-legs,armor-mod/f/pl009/f_leg009.arc,romfs-player-model-inventory
9,male,head,armor-m-pl009-head,armor-mod/m/pl009/m_helm009.arc,romfs-player-model-inventory
9,male,chest,armor-m-pl009-chest,armor-mod/m/pl009/m_body009.arc,romfs-player-model-inventory
9,male,arms,armor-m-pl009-arms,armor-mod/m/pl009/m_arm009.arc,romfs-player-model-inventory
9,male,waist,armor-m-pl009-waist,armor-mod/m/pl009/m_wst009.arc,romfs-player-model-inventory
9,male,legs,armor-m-pl009-legs,armor-mod/m/pl009/m_leg009.arc,romfs-player-model-inventory
10,female,head,armor-f-pl010-head,armor-mod/f/pl010/f_helm010.arc,romfs-player-model-inventory
10,female,chest,armor-f-pl010-chest,armor-mod/f/pl010/f_body010.arc,romfs-player-model-inventory
10,female,arms,armor-f-pl010-arms,armor-mod/f/pl010/f_arm010.arc,romfs-player-model-inventory
10,female,waist,armor-f-pl010-waist,armor-mod/f/pl010/f_wst010.arc,romfs-player-model-inventory
10,female,legs,armor-f-pl010-legs,armor-mod/f/pl010/f_leg010.arc,romfs-player-model-inventory
10,male,head,armor-m-pl010-head,armor-mod/m/pl010/m_helm010.arc,romfs-player-model-inventory
10,male,chest,armor-m-pl010-chest,armor-mod/m/pl010/m_body010.arc,romfs-player-model-inventory
10,male,arms,armor-m-pl010-arms,armor-mod/m/pl010/m_arm010.arc,romfs-player-model-inventory
10,male,waist,armor-m-pl010-waist,armor-mod/m/pl010/m_wst010.arc,romfs-player-model-inventory
10,male,legs,armor-m-pl010-legs,armor-mod/m/pl010/m_leg010.arc,romfs-player-model-inventory
11,female,head,armor-f-pl011-head,armor-mod/f/pl011/f_helm011.arc,romfs-player-model-inventory
11,female,chest,armor-f-pl011-chest,armor-mod/f/pl011/f_body011.arc,romfs-player-model-inventory
11,female,arms,armor-f-pl011-arms,armor-mod/f/pl011/f_arm011.arc,romfs-player-model-inventory
11,female,waist,armor-f-pl011-waist,armor-mod/f/pl011/f_wst011.arc,romfs-player-model-inventory
11,female,legs,armor-f-pl011-legs,armor-mod/f/pl011/f_leg011.arc,romfs-player-model-inventory
11,male,head,armor-m-pl011-head,armor-mod/m/pl011/m_helm011.arc,romfs-player-model-inventory
11,male,chest,armor-m-pl011-chest,armor-mod/m/pl011/m_body011.arc,romfs-player-model-inventory
11,male,arms,armor-m-pl011-arms,armor-mod/m/pl011/m_arm011.arc,romfs-player-model-inventory
11,male,waist,armor-m-pl011-waist,armor-mod/m/pl011/m_wst011.arc,romfs-player-model-inventory
11,male,legs,armor-m-pl011-legs,armor-mod/m/pl011/m_leg011.arc,romfs-player-model-inventory
12,female,head,armor-f-pl012-head,armor-mod/f/pl012/f_helm012.arc,romfs-player-model-inventory
12,female,chest,armor-f-pl012-chest,armor-mod/f/pl012/f_body012.arc,romfs-player-model-inventory
12,female,arms,armor-f-pl012-arms,armor-mod/f/pl012/f_arm012.arc,romfs-player-model-inventory
12,female,waist,armor-f-pl012-waist,armor-mod/f/pl012/f_wst012.arc,romfs-player-model-inventory
12,female,legs,armor-f-pl012-legs,armor-mod/f/pl012/f_leg012.arc,romfs-player-model-inventory
12,male,head,armor-m-pl012-head,armor-mod/m/pl012/m_helm012.arc,romfs-player-model-inventory
12,male,chest,armor-m-pl012-chest,armor-mod/m/pl012/m_body012.arc,romfs-player-model-inventory
12,male,arms,armor-m-pl012-arms,armor-mod/m/pl012/m_arm012.arc,romfs-player-model-inventory
12,male,waist,armor-m-pl012-waist,armor-mod/m/pl012/m_wst012.arc,romfs-player-model-inventory
12,male,legs,armor-m-pl012-legs,armor-mod/m/pl012/m_leg012.arc,romfs-player-model-inventory
13,female,head,armor-f-pl013-head,armor-mod/f/pl013/f_helm013.arc,romfs-player-model-inventory
13,female,chest,armor-f-pl013-chest,armor-mod/f/pl013/f_body013.arc,romfs-player-model-inventory
13,female,arms,armor-f-pl013-arms,armor-mod/f/pl013/f_arm013.arc,romfs-player-model-inventory
13,female,waist,armor-f-pl013-waist,armor-mod/f/pl013/f_wst013.arc,romfs-player-model-inventory
13,female,legs,armor-f-pl013-legs,armor-mod/f/pl013/f_leg013.arc,romfs-player-model-inventory
13,male,head,armor-m-pl013-head,armor-mod/m/pl013/m_helm013.arc,romfs-player-model-inventory
13,male,chest,armor-m-pl013-chest,armor-mod/m/pl013/m_body013.arc,romfs-player-model-inventory
13,male,arms,armor-m-pl013-arms,armor-mod/m/pl013/m_arm013.arc,romfs-player-model-inventory
13,male,waist,armor-m-pl013-waist,armor-mod/m/pl013/m_wst013.arc,romfs-player-model-inventory
13,male,legs,armor-m-pl013-legs,armor-mod/m/pl013/m_leg013.arc,romfs-player-model-inventory
14,female,head,armor-f-pl014-head,armor-mod/f/pl014/f_helm014.arc,romfs-player-model-inventory
14,female,chest,armor-f-pl014-chest,armor-mod/f/pl014/f_body014.arc,romfs-player-model-inventory
14,female,arms,armor-f-pl014-arms,armor-mod/f/pl014/f_arm014.arc,romfs-player-model-inventory
14,female,waist,armor-f-pl014-waist,armor-mod/f/pl014/f_wst014.arc,romfs-player-model-inventory
14,female,legs,armor-f-pl014-legs,armor-mod/f/pl014/f_leg014.arc,romfs-player-model-inventory
14,male,head,armor-m-pl014-head,armor-mod/m/pl014/m_helm014.arc,romfs-player-model-inventory
14,male,chest,armor-m-pl014-chest,armor-mod/m/pl014/m_body014.arc,romfs-player-model-inventory
14,male,arms,armor-m-pl014-arms,armor-mod/m/pl014/m_arm014.arc,romfs-player-model-inventory
14,male,waist,armor-m-pl014-waist,armor-mod/m/pl014/m_wst014.arc,romfs-player-model-inventory
14,male,legs,armor-m-pl014-legs,armor-mod/m/pl014/m_leg014.arc,romfs-player-model-inventory
15,female,head,armor-f-pl015-head,armor-mod/f/pl015/f_helm015.arc,romfs-player-model-inventory
15,female,chest,armor-f-pl015-chest,armor-mod/f/pl015/f_body015.arc,romfs-player-model-inventory
15,female,arms,armor-f-pl015-arms,armor-mod/f/pl015/f_arm015.arc,romfs-player-model-inventory
15,female,waist,armor-f-pl015-waist,armor-mod/f/pl015/f_wst015.arc,romfs-player-model-inventory
15,female,legs,armor-f-pl015-legs,armor-mod/f/pl015/f_leg015.arc,romfs-player-model-inventory
15,male,head,armor-m-pl015-head,armor-mod/m/pl015/m_helm015.arc,romfs-player-model-inventory
15,male,chest,armor-m-pl015-chest,armor-mod/m/pl015/m_body015.arc,romfs-player-model-inventory
15,male,arms,armor-m-pl015-arms,armor-mod/m/pl015/m_arm015.arc,romfs-player-model-inventory
15,male,waist,armor-m-pl015-waist,armor-mod/m/pl015/m_wst015.arc,romfs-player-model-inventory
15,male,legs,armor-m-pl015-legs,armor-mod/m/pl015/m_leg015.arc,romfs-player-model-inventory
16,female,head,armor-f-pl016-head,armor-mod/f/pl016/f_helm016.arc,romfs-player-model-inventory
16,female,chest,armor-f-pl016-chest,armor-mod/f/pl016/f_body016.arc,romfs-player-model-inventory
16,female,arms,armor-f-pl016-arms,armor-mod/f/pl016/f_arm016.arc,romfs-player-model-inventory
16,female,waist,armor-f-pl016-waist,armor-mod/f/pl016/f_wst016.arc,romfs-player-model-inventory
16,female,legs,armor-f-pl016-legs,armor-mod/f/pl016/f_leg016.arc,romfs-player-model-inventory
16,male,head,armor-m-pl016-head,armor-mod/m/pl016/m_helm016.arc,romfs-player-model-inventory
16,male,chest,armor-m-pl016-chest,armor-mod/m/pl016/m_body016.arc,romfs-player-model-inventory
16,male,arms,armor-m-pl016-arms,armor-mod/m/pl016/m_arm016.arc,romfs-player-model-inventory
16,male,waist,armor-m-pl016-waist,armor-mod/m/pl016/m_wst016.arc,romfs-player-model-inventory
16,male,legs,armor-m-pl016-legs,armor-mod/m/pl016/m_leg016.arc,romfs-player-model-inventory
17,female,head,armor-f-pl017-head,armor-mod/f/pl017/f_helm017.arc,romfs-player-model-inventory
17,female,chest,armor-f-pl017-chest,armor-mod/f/pl017/f_body017.arc,romfs-player-model-inventory
17,female,arms,armor-f-pl017-arms,armor-mod/f/pl017/f_arm017.arc,romfs-player-model-inventory
17,female,waist,armor-f-pl017-waist,armor-mod/f/pl017/f_wst017.arc,romfs-player-model-inventory
17,female,legs,armor-f-pl017-legs,armor-mod/f/pl017/f_leg017.arc,romfs-player-model-inventory
17,male,head,armor-m-pl017-head,armor-mod/m/pl017/m_helm017.arc,romfs-player-model-inventory
17,male,chest,armor-m-pl017-chest,armor-mod/m/pl017/m_body017.arc,romfs-player-model-inventory
17,male,arms,armor-m-pl017-arms,armor-mod/m/pl017/m_arm017.arc,romfs-player-model-inventory
17,male,waist,armor-m-pl017-waist,armor-mod/m/pl017/m_wst017.arc,romfs-player-model-inventory
17,male,legs,armor-m-pl017-legs,armor-mod/m/pl017/m_leg017.arc,romfs-player-model-inventory
18,female,head,armor-f-pl018-head,armor-mod/f/pl018/f_helm018.arc,romfs-player-model-inventory
18,female,chest,armor-f-pl018-chest,armor-mod/f/pl018/f_body018.arc,romfs-player-model-inventory
18,female,arms,armor-f-pl018-arms,armor-mod/f/pl018/f_arm018.arc,romfs-player-model-inventory
18,female,waist,armor-f-pl018-waist,armor-mod/f/pl018/f_wst018.arc,romfs-player-model-inventory
18,female,legs,armor-f-pl018-legs,armor-mod/f/pl018/f_leg018.arc,romfs-player-model-inventory
18,male,head,armor-m-pl018-head,armor-mod/m/pl018/m_helm018.arc,romfs-player-model-inventory
18,male,chest,armor-m-pl018-chest,armor-mod/m/pl018/m_body018.arc,romfs-player-model-inventory
18,male,arms,armor-m-pl018-arms,armor-mod/m/pl018/m_arm018.arc,romfs-player-model-inventory
18,male,waist,armor-m-pl018-waist,armor-mod/m/pl018/m_wst018.arc,romfs-player-model-inventory
18,male,legs,armor-m-pl018-legs,armor-mod/m/pl018/m_leg018.arc,romfs-player-model-inventory
19,female,head,armor-f-pl019-head,armor-mod/f/pl019/f_helm019.arc,romfs-player-model-inventory
19,female,chest,armor-f-pl019-chest,armor-mod/f/pl019/f_body019.arc,romfs-player-model-inventory
19,female,arms,armor-f-pl019-arms,armor-mod/f/pl019/f_arm019.arc,romfs-player-model-inventory
19,female,waist,armor-f-pl019-waist,armor-mod/f/pl019/f_wst019.arc,romfs-player-model-inventory
19,female,legs,armor-f-pl019-legs,armor-mod/f/pl019/f_leg019.arc,romfs-player-model-inventory
19,male,head,armor-m-pl019-head,armor-mod/m/pl019/m_helm019.arc,romfs-player-model-inventory
19,male,chest,armor-m-pl019-chest,armor-mod/m/pl019/m_body019.arc,romfs-player-model-inventory
19,male,arms,armor-m-pl019-arms,armor-mod/m/pl019/m_arm019.arc,romfs-player-model-inventory
19,male,waist,armor-m-pl019-waist,armor-mod/m/pl019/m_wst019.arc,romfs-player-model-inventory
19,male,legs,armor-m-pl019-legs,armor-mod/m/pl019/m_leg019.arc,romfs-player-model-inventory
20,female,head,armor-f-pl020-head,armor-mod/f/pl020/f_helm020.arc,romfs-player-model-inventory
20,female,chest,armor-f-pl020-chest,armor-mod/f/pl020/f_body020.arc,romfs-player-model-inventory
20,female,arms,armor-f-pl020-arms,armor-mod/f/pl020/f_arm020.arc,romfs-player-model-inventory
20,female,waist,armor-f-pl020-waist,armor-mod/f/pl020/f_wst020.arc,romfs-player-model-inventory
20,female,legs,armor-f-pl020-legs,armor-mod/f/pl020/f_leg020.arc,romfs-player-model-inventory
20,male,head,armor-m-pl020-head,armor-mod/m/pl020/m_helm020.arc,romfs-player-model-inventory
20,male,chest,armor-m-pl020-chest,armor-mod/m/pl020/m_body020.arc,romfs-player-model-inventory
20,male,arms,armor-m-pl020-arms,armor-mod/m/pl020/m_arm020.arc,romfs-player-model-inventory
20,male,waist,armor-m-pl020-waist,armor-mod/m/pl020/m_wst020.arc,romfs-player-model-inventory
20,male,legs,armor-m-pl020-legs,armor-mod/m/pl020/m_leg020.arc,romfs-player-model-inventory
21,female,head,armor-f-pl021-head,armor-mod/f/pl021/f_helm021.arc,romfs-player-model-inventory
21,female,chest,armor-f-pl021-chest,armor-mod/f/pl021/f_body021.arc,romfs-player-model-inventory
21,female,arms,armor-f-pl021-arms,armor-mod/f/pl021/f_arm021.arc,romfs-player-model-inventory
21,female,waist,armor-f-pl021-waist,armor-mod/f/pl021/f_wst021.arc,romfs-player-model-inventory
21,female,legs,armor-f-pl021-legs,armor-mod/f/pl021/f_leg021.arc,romfs-player-model-inventory
21,male,head,armor-m-pl021-head,armor-mod/m/pl021/m_helm021.arc,romfs-player-model-inventory
21,male,chest,armor-m-pl021-chest,armor-mod/m/pl021/m_body021.arc,romfs-player-model-inventory
21,male,arms,armor-m-pl021-arms,armor-mod/m/pl021/m_arm021.arc,romfs-player-model-inventory
21,male,waist,armor-m-pl021-waist,armor-mod/m/pl021/m_wst021.arc,romfs-player-model-inventory
21,male,legs,armor-m-pl021-legs,armor-mod/m/pl021/m_leg021.arc,romfs-player-model-inventory
22,female,head,armor-f-pl022-head,armor-mod/f/pl022/f_helm022.arc,romfs-player-model-inventory
22,female,waist,armor-f-pl022-waist,armor-mod/f/pl022/f_wst022.arc,romfs-player-model-inventory
22,female,legs,armor-f-pl022-legs,armor-mod/f/pl022/f_leg022.arc,romfs-player-model-inventory
22,male,head,armor-m-pl022-head,armor-mod/m/pl022/m_helm022.arc,romfs-player-model-inventory
22,male,waist,armor-m-pl022-waist,armor-mod/m/pl022/m_wst022.arc,romfs-player-model-inventory
22,male,legs,armor-m-pl022-legs,armor-mod/m/pl022/m_leg022.arc,romfs-player-model-inventory
23,female,head,armor-f-pl023-head,armor-mod/f/pl023/f_helm023.arc,romfs-player-model-inventory
23,female,chest,armor-f-pl023-chest,armor-mod/f/pl023/f_body023.arc,romfs-player-model-inventory
23,female,arms,armor-f-pl023-arms,armor-mod/f/pl023/f_arm023.arc,romfs-player-model-inventory
23,female,waist,armor-f-pl023-waist,armor-mod/f/pl023/f_wst023.arc,romfs-player-model-inventory
23,female,legs,armor-f-pl023-legs,armor-mod/f/pl023/f_leg023.arc,romfs-player-model-inventory
23,male,head,armor-m-pl023-head,armor-mod/m/pl023/m_helm023.arc,romfs-player-model-inventory
23,male,chest,armor-m-pl023-chest,armor-mod/m/pl023/m_body023.arc,romfs-player-model-inventory
23,male,arms,armor-m-pl023-arms,armor-mod/m/pl023/m_arm023.arc,romfs-player-model-inventory
23,male,waist,armor-m-pl023-waist,armor-mod/m/pl023/m_wst023.arc,romfs-player-model-inventory
23,male,legs,armor-m-pl023-legs,armor-mod/m/pl023/m_leg023.arc,romfs-player-model-inventory
24,female,head,armor-f-pl024-head,armor-mod/f/pl024/f_helm024.arc,romfs-player-model-inventory
24,female,chest,armor-f-pl024-chest,armor-mod/f/pl024/f_body024.arc,romfs-player-model-inventory
24,female,arms,armor-f-pl024-arms,armor-mod/f/pl024/f_arm024.arc,romfs-player-model-inventory
24,female,waist,armor-f-pl024-waist,armor-mod/f/pl024/f_wst024.arc,romfs-player-model-inventory
24,female,legs,armor-f-pl024-legs,armor-mod/f/pl024/f_leg024.arc,romfs-player-model-inventory
24,male,head,armor-m-pl024-head,armor-mod/m/pl024/m_helm024.arc,romfs-player-model-inventory
24,male,chest,armor-m-pl024-chest,armor-mod/m/pl024/m_body024.arc,romfs-player-model-inventory
24,male,arms,armor-m-pl024-arms,armor-mod/m/pl024/m_arm024.arc,romfs-player-model-inventory
24,male,waist,armor-m-pl024-waist,armor-mod/m/pl024/m_wst024.arc,romfs-player-model-inventory
24,male,legs,armor-m-pl024-legs,armor-mod/m/pl024/m_leg024.arc,romfs-player-model-inventory
25,female,head,armor-f-pl025-head,armor-mod/f/pl025/f_helm025.arc,romfs-player-model-inventory
25,female,chest,armor-f-pl025-chest,armor-mod/f/pl025/f_body025.arc,romfs-player-model-inventory
25,female,arms,armor-f-pl025-arms,armor-mod/f/pl025/f_arm025.arc,romfs-player-model-inventory
25,female,waist,armor-f-pl025-waist,armor-mod/f/pl025/f_wst025.arc,romfs-player-model-inventory
25,female,legs,armor-f-pl025-legs,armor-mod/f/pl025/f_leg025.arc,romfs-player-model-inventory
25,male,head,armor-m-pl025-head,armor-mod/m/pl025/m_helm025.arc,romfs-player-model-inventory
25,male,chest,armor-m-pl025-chest,armor-mod/m/pl025/m_body025.arc,romfs-player-model-inventory
25,male,arms,armor-m-pl025-arms,armor-mod/m/pl025/m_arm025.arc,romfs-player-model-inventory
25,male,waist,armor-m-pl025-waist,armor-mod/m/pl025/m_wst025.arc,romfs-player-model-inventory
25,male,legs,armor-m-pl025-legs,armor-mod/m/pl025/m_leg025.arc,romfs-player-model-inventory
26,female,head,armor-f-pl026-head,armor-mod/f/pl026/f_helm026.arc,romfs-player-model-inventory
26,female,chest,armor-f-pl026-chest,armor-mod/f/pl026/f_body026.arc,romfs-player-model-inventory
26,female,arms,armor-f-pl026-arms,armor-mod/f/pl026/f_arm026.arc,romfs-player-model-inventory
26,female,waist,armor-f-pl026-waist,armor-mod/f/pl026/f_wst026.arc,romfs-player-model-inventory
26,female,legs,armor-f-pl026-legs,armor-mod/f/pl026/f_leg026.arc,romfs-player-model-inventory
26,male,head,armor-m-pl026-head,armor-mod/m/pl026/m_helm026.arc,romfs-player-model-inventory
26,male,chest,armor-m-pl026-chest,armor-mod/m/pl026/m_body026.arc,romfs-player-model-inventory
26,male,arms,armor-m-pl026-arms,armor-mod/m/pl026/m_arm026.arc,romfs-player-model-inventory
26,male,waist,armor-m-pl026-waist,armor-mod/m/pl026/m_wst026.arc,romfs-player-model-inventory
26,male,legs,armor-m-pl026-legs,armor-mod/m/pl026/m_leg026.arc,romfs-player-model-inventory
27,female,head,armor-f-pl027-head,armor-mod/f/pl027/f_helm027.arc,romfs-player-model-inventory
27,female,chest,armor-f-pl027-chest,armor-mod/f/pl027/f_body027.arc,romfs-player-model-inventory
27,female,arms,armor-f-pl027-arms,armor-mod/f/pl027/f_arm027.arc,romfs-player-model-inventory
27,female,waist,armor-f-pl027-waist,armor-mod/f/pl027/f_wst027.arc,romfs-player-model-inventory
27,female,legs,armor-f-pl027-legs,armor-mod/f/pl027/f_leg027.arc,romfs-player-model-inventory
27,male,head,armor-m-pl027-head,armor-mod/m/pl027/m_helm027.arc,romfs-player-model-inventory
27,male,chest,armor-m-pl027-chest,armor-mod/m/pl027/m_body027.arc,romfs-player-model-inventory
27,male,arms,armor-m-pl027-arms,armor-mod/m/pl027/m_arm027.arc,romfs-player-model-inventory
27,male,waist,armor-m-pl027-waist,armor-mod/m/pl027/m_wst027.arc,romfs-player-model-inventory
