id,name,english,source
82,Loc Loc 腰衣 S,Loc Loc Coat S,
83,猎人腰甲Ｓ,Hunter's Faulds S,
84,猎人裙甲Ｓ,Hunter's Coat S,
85,骨制腰甲Ｓ,Bone Faulds S,
86,骨制裙甲Ｓ,Bone Coat S,
87,合金腰甲Ｓ,Alloy Coil S,
88,合金裙甲Ｓ,Alloy Coat S,
89,狗龙腰甲Ｓ,Jaggi Faulds S,
90,狗龙裙甲Ｓ,Jaggi Coat S,
91,飞虫腰甲Ｓ,Bnahabra Coil S,
92,飞虫裙甲Ｓ,Bnahabra Coat S,
93,草食龙腰甲Ｓ,Rhenoplos Coil S,
94,草食龙裙甲Ｓ,Rhenoplos Coat S,
95,彩鸟腰甲Ｓ,Qurupeco Coil S,
96,彩鸟裙甲Ｓ,Qurupeco Coat S,
97,红彩鸟腰甲Ｕ,Qurupeco Coil U,
98,红彩鸟裙甲Ｕ,Qurupeco Coat U,
99,水兽腰甲Ｓ,Ludroth Faulds S,
100,水兽裙甲Ｓ,Ludroth Coat S,
101,紫水兽腰甲Ｕ,Ludroth Faulds U,
102,紫水兽裙甲Ｕ,Ludroth Coat U,
104,眠狗龙腰甲Ｓ,Baggi Coil S,
105,眠狗龙裙甲Ｓ,Baggi Coat S,
106,毒狗龙腰甲Ｓ,Wroggi Faulds S,
107,毒狗龙裙甲Ｓ,Wroggi Coat S,
108,青熊兽腰甲Ｓ,Arzuros Faulds S,
109,青熊兽裙甲Ｓ,Arzuros Coat S,
110,白兔兽腰甲Ｓ,Lagombi Faulds S,
111,白兔兽裙甲Ｓ,Lagombi Coat S,
112,赤甲兽腰甲Ｓ,Volvidon Faulds S,
113,赤甲兽裙甲Ｓ,Volvidon Coat S,
114,土砂龙腰甲Ｓ,Barroth Faulds S,
115,土砂龙裙甲Ｓ,Barroth Coat S,
116,冰碎龙腰甲Ｕ,Barroth Faulds U,
117,冰碎龙裙甲Ｕ,Barroth Coat U,
118,灯鱼龙腰甲Ｓ,Gobul Faulds S,
119,灯鱼龙裙甲Ｓ,Gobul Coat S,
120,公会精英腰甲Ｓ,Guild Bard Coil S,
121,公会精英裙甲Ｓ,Guild Bard Coat S,
122,店员迷你裙Ｓ,Scholar's Skirt S,
123,店员百褶裙Ｓ,Scholar's Mini S,
124,雌火龙腰甲Ｓ,Rathian Faulds S,
125,雌火龙裙甲Ｓ,Rathian Coat S,
126,Rath Hearth腰甲,Rath Hearth Coil,
127,Rath Hearth腰带,Rath Hearth Coat,
128,毒怪龙腰甲Ｓ,Gigginox Faulds S,
129,毒怪龙裙甲Ｓ,Gigginox Coat S,
130,电怪龙腰甲Ｕ,Gigginox Faulds U,
131,电怪龙裙甲Ｕ,Gigginox Coat U,
132,高合金腰甲Ｓ,Ingot Coil S,
133,高合金裙甲Ｓ,Ingot Coat S,
134,远古龙腰甲,Dober Coil,
135,远古龙裙甲,Dober Coat,
136,结云腰带・天,Yukumo Sky Obi,
137,结云腰带・地,Yukumo Land Obi,
138,锹虫腰甲,Aelucanth Elytra,
139,锹虫裙甲,Aelucanth Alae,
140,蝴蝶腰甲,Rhopessa Elytra,
141,蝴蝶裙甲,Rhopessa Alae,
142,南瓜裙腰,Mosgharl Folia,
143,南瓜裙甲,Mosgharl Fronds,
144,海龙腰甲Ｓ,Lagiacrus Faulds S,
145,海龙裙甲Ｓ,Lagiacrus Coat S,
146,白海龙腰甲Ｕ,Lagiacrus Faulds U,
147,白海龙裙甲Ｕ,Lagiacrus Coat U,
148,雄火龙腰甲Ｓ,Rathalos Faulds S,
149,雄火龙裙甲Ｓ,Rathalos Coat S,
150,苍火龙腰甲,Rath Soul Coil,
151,苍火龙裙甲,Rath Soul Coat,
152,冰牙龙腰甲Ｓ,Barioth Faulds S,
153,冰牙龙裙甲Ｓ,Barioth Coat S,
154,风牙龙腰甲Ｕ,Barioth Faulds U,
155,风牙龙裙甲Ｕ,Barioth Coat U,
156,角龙腰甲Ｓ,Diablos Coil S,
157,角龙裙甲Ｓ,Diablos Coat S,
158,黑角龙腰甲Ｕ,Diablos Coil U,
159,黑角龙裙甲Ｕ,Diablos Coat U,
160,爆锤龙腰甲Ｓ,Uragaan Faulds S,
161,爆锤龙裙甲Ｓ,Uragaan Coat S,
162,钢锤龙腰甲Ｕ,Uragaan Faulds U,
163,钢锤龙裙甲Ｕ,Uragaan Coat U,
164,炎戈龙腰甲Ｓ,Agnaktor Faulds S,
165,炎戈龙裙甲Ｓ,Agnaktor Coat S,
166,冻戈龙腰甲Ｕ,Agnaktor Faulds U,
167,炎戈龙裙甲Ｓ,Agnaktor Coat S,
168,恐暴龙腰甲,Vangis Coil,
169,恐暴龙裙甲,Vangis Coat,
170,大马士革腰甲,Damascus Coil,
171,大马士革裙甲,Damascus Coat,
176,大和【腰当】,Yamato Koshiate,
177,陆奥【腰当】,Mutsu Koshiate,
178,日向【腰当】,Hyuga Koshiate,
179,天城【腰当】,Amagi Koshiate,
180,煌黑龙之意志,Escadora Might,
181,煌黑龙之力量,Escadora Force,
182,雷狼龙腰甲,Zinogre Faulds,
183,雷狼龙裙甲,Zinogre Coat,
184,潜口龙腰甲Ｓ,Nibelsnarf Faulds S,
185,潜口龙裙甲Ｓ,Nibelsnarf Coat S,
186,尾槌龙腰甲Ｓ,Duramboros Faulds S,
187,尾槌龙裙甲Ｓ,Duramboros Coat S,
188,腰部 Nargacuga Fauls,Nargacuga Fauls,
189,迅龙裙甲,Nargacuga Coat,
192,碎龙腰甲,Brachydios Faulds,
193,碎龙裙甲,Brachydios Coat,
194,抚子【枝垂】,Dianthus Skirt,
195,桔梗【枝垂】,Campanile Skirt,
196,城塞游击队【锁带】,Ranger's Sash,
197,城塞弓击队【弹带】,Archer's Belt,
198,腰部 DUMYM,DUMYM,
210,高合金腰甲Ｘ,Ingot Coil X,
211,高合金裙甲Ｘ,Ingot Coat X,
212,飞虫腰甲Ｘ,Bnahabra Coil X,
213,飞虫裙甲Ｘ,Bnahabra Coat X,
214,草食龙腰甲Ｘ,Rhenoplos Coil X,
215,草食龙裙甲Ｘ,Rhenoplos Coat X,
216,狗龙腰甲Ｘ,Jaggi Faulds X,
217,狗龙裙甲Ｘ,Jaggi Coat X,
218,眠狗龙腰甲Ｘ,Baggi Coil X,
219,眠狗龙裙甲Ｘ,Baggi Coat X,
220,毒狗龙腰甲Ｘ,Wroggi Faulds X,
221,毒狗龙裙甲Ｘ,Wroggi Coat X,
222,青熊兽腰甲Ｘ,Arzuros Faulds X,
223,青熊兽裙甲Ｘ,Arzuros Coat X,
224,白兔兽腰甲Ｘ,Lagombi Faulds X,
225,白兔兽裙甲Ｘ,Lagombi Coat X,
226,赤甲兽腰甲Ｘ,Volvidon Faulds X,
227,赤甲兽裙甲Ｘ,Volvidon Coat X,
228,彩鸟腰甲Ｘ,Qurupeco Coil X,
229,彩鸟裙甲Ｘ,Qurupeco Coat X,
230,红彩鸟腰甲Ｚ,Qurupeco Coil Z,
231,红彩鸟裙甲Ｚ,Qurupeco Coat Z,
232,水兽腰甲Ｘ,Ludroth Faulds X,
233,水兽裙甲Ｘ,Ludroth Coat X,
234,紫水兽腰甲Ｚ,Ludroth Faulds Z,
235,紫水兽裙甲Ｚ,Ludroth Coat Z,
236,土砂龙腰甲Ｘ,Barroth Faulds X,
237,土砂龙裙甲Ｘ,Barroth Coat X,
238,冰碎龙腰甲Ｚ,Barroth Faulds Z,
239,冰碎龙裙甲Ｚ,Barroth Coat Z,
240,灯鱼龙腰甲Ｘ,Gobul Faulds X,
241,灯鱼龙裙甲Ｘ,Gobul Coat X,
242,雄火龙腰甲Ｘ,Rathalos Faulds X,
243,雄火龙裙甲Ｘ,Rathalos Coat X,
244,苍火龙腰甲Ｚ,Rath Soul Coil Z,
245,苍火龙裙甲Ｚ,Rath Soul Coat Z,
246,银火龙腰甲,Silver Solcoil,
247,银火龙裙甲,Silver Solcoat,
248,雌火龙腰甲Ｘ,Rathian Faulds X,
249,雌火龙裙甲Ｘ,Rathian Coat X,
250,樱火龙腰甲Ｚ,Rath Heart Coil Z,
251,樱火龙裙甲Ｚ,Rath Heart Coat Z,
252,金火龙腰甲,Golden Lunecoil,
253,金火龙裙甲,Golden Lunecoat,
254,海龙腰甲Ｘ,Lagiacrus Faulds X,
255,海龙裙甲Ｘ,Lagiacrus Coat X,
256,白海龙腰甲Ｚ,Lagiacrus Faulds Z,
257,白海龙裙甲Ｚ,Lagiacrus Coat Z,
258,冥海龙腰甲,Nether Faulds,
259,冥海龙裙甲,Nether Coat,
260,毒怪龙腰甲Ｘ,Gigginox Faulds X,
261,毒怪龙裙甲Ｘ,Gigginox Coat X,
262,电怪龙腰甲Ｚ,Gigginox Faulds Z,
263,电怪龙裙甲Ｚ,Gigginox Coat Z,
264,冰牙龙腰甲Ｘ,Barioth Faulds X,
265,冰牙龙裙甲Ｘ,Barioth Coat X,
266,风牙龙腰甲Ｚ,Barioth Faulds Z,
267,风牙龙裙甲Ｚ,Barioth Coat Z,
268,角龙 腰甲 X,Diablos Faulds X,
269,角龙裙甲Ｘ,Diablos Coat X,
270,角龙 腰甲 Z,Diablos Faulds Z,
271,黑角龙裙甲Ｚ,Diablos Coat Z,
272,爆锤龙腰甲Ｘ,Uragaan Faulds X,
273,爆锤龙裙甲Ｘ,Uragaan Coat X,
274,钢锤龙腰甲Ｚ,Uragaan Faulds Z,
275,钢锤龙裙甲Ｚ,Uragaan Coat Z,
276,炎戈龙腰甲Ｘ,Agnaktor Faulds X,
277,炎戈龙裙甲Ｘ,Agnaktor Coat X,
278,冻戈龙腰甲Ｚ,Agnaktor Faulds Z,
279,冻戈龙裙甲Ｚ,Agnaktor Coat Z,
280,太阳神腰甲Ｘ,Helios Coil X,
281,太阳神裙甲Ｘ,Helios Coat X,
282,太阳神腰甲Ｚ,Helios Coil Z,
283,太阳神裙甲Ｚ,Helios Coat Z,
284,月神腰甲Ｘ,Selene Coil X,
285,月神裙甲Ｘ,Selene Coat X,
286,月神腰甲Ｚ,Selene Coil Z,
287,月神裙甲Ｚ,Selene Coat Z,
288,大和・真【腰当】,Grand Y. Koshiate,
289,陆奥・真【腰当】,Grand Mutsu Koshiate,
290,日向・真【腰当】,Grand H. Koshiate,
291,天城・真【腰当】,Grand Amagi Koshiate,
292,大和・极【腰当】,Y. Koshiate Prime,
293,陆奥・极【腰当】,Mutsu Koshiate Prime,
294,日向・极【腰当】,H. Koshiate Prime,
295,天城・极【腰当】,Amagi Koshiate Prime,
296,恐暴龙腰甲Ｘ,Vangis Coil X,
297,恐暴龙裙甲Ｘ,Vangis Coat X,
298,煌黑龙之意志Ｘ,Escadora Might X,
299,煌黑龙之力量Ｘ,Escadora Force X,
300,雷狼龙腰甲Ｘ,Zinogre Coil X,
301,雷狼龙裙甲Ｘ,Zinogre Coat X,
302,狱狼龙腰甲Ｚ,Zinogre Coil Z,
303,狱狼龙裙甲Ｚ,Zinogre Coat Z,
304,潜口龙腰甲Ｘ,Nibelsnarf Faulds X,
305,潜口龙裙甲Ｘ,Nibelsnarf Coat X,
306,尾槌龙腰甲Ｘ,Duramboros Faulds X,
307,尾槌龙裙甲Ｘ,Duramboros Coat X,
308,尾斧龙腰甲Ｚ,Duramboros Faulds Z,
309,尾斧龙裙甲Ｚ,Duramboros Coat Z,
310,迅龙腰甲Ｘ,Nargacuga Faulds X,
311,迅龙裙甲Ｘ,Nargacuga Coat X,
312,绿迅龙腰甲Ｚ,Nargacuga Faulds Z,
313,绿迅龙裙甲Ｚ,Nargacuga Coat Z,
314,月光【带】,Lambent Sash,
315,白影【带】,Silhouette Sash,
320,碎龙腰甲Ｘ,Brachydios Faulds X,
321,碎龙裙甲Ｘ,Brachydios Coat X,
322,炼黑龙之倒刺,Miralis Barbs,
323,炼黑龙之护鞘,Miralis Sheath,
324,大马士革腰甲Ｘ,Damascus Coil X,
325,大马士革裙甲Ｘ,Damascus Coat X,
326,远古龙腰甲Ｘ,Dober Coil X,
327,远古龙裙甲Ｘ,Dober Coat X,
332,锹虫腰甲Ｘ,Aelucanth Elytra X,
333,锹虫裙甲Ｘ,Aelucanth Alae X,
334,蝴蝶腰甲Ｘ,Rhopessa Elytra X,
335,蝴蝶裙甲Ｘ,Rhopessa Alae X,
336,南瓜裙腰Ｘ,Mosgharl Folia X,
337,南瓜腰甲Ｘ,Mosgharl Fronds X,
338,抚子・华【枝垂】,Dianthus Wealskirt,
339,桔梗・华【枝垂】,Campanile Wealskirt,
340,城塞特攻队【锁带】,Strider's Sash,
341,城塞隐秘队【弹带】,Deadeye's Belt,
342,公会精英腰甲Ｘ,Guild Bard Coil X,
343,公会精英裙甲Ｘ,Guild Bard Coat X,
344,店员迷你裙Ｘ,Scholar's Skirt X,
345,店员百褶裙Ｘ,Scholar's Mini X,
348,水手短裙,Sailor Skirt,
349,水手百褶裙,Sailor Mini,
350,三眼腰饰,Chakra Waistlet,
