id,name,english,source
77,夜行锤【常暗】,Night Eternal,
78,大锤 Vimar Breaker,Vimar Breaker,
79,暴风锤【里常暗】,Midnight Aeternum,
80,水兽锤杖,Ludroth Bone Mace,
81,水兽重锤,Ludroth Bone Maul,
82,水兽战锤,Ludroth Splashhammer,
83,水锤沃佳诺伊,Vodyanoy Hammer,
84,罗蕾莱,Lorelei,
85,妖锤维纶诺,Bewitched Venodroth,
86,妖锤维纶莱托,Violet Venodroth,
87,妖毒锤维纶阿博鲁,Dire Envenodroth,
88,头骨锤,Carapace Hammer,
89,头骨锤改,Carapace Hammer +,
90,土砂龙大锤,Barroth Hammer,
91,土砂龙巨锤,Barroth Martello,
92,击锤土砂龙猛击,Barroth Basher,
93,大击锤土砂龙重击,Barroth Grandbasher,
94,冰碎锤,Ice Crusher,
95,冰霜毁灭者,Ice Obliterator,
96,冰锤冰山,Barroth Viseberg,
97,冰碎锤博鲁库博斯,Barroth Ravinemaker,
98,大锤 Brzenclout,Brzenclout,
99,震锤基加斯,Gigas Hammer,
100,震击锤刚基加斯,Grongigas Hammer,
101,熔铁关节,Meltroknuckle,
102,爆锤钢锤龙,Uragantic Hammer,
103,爆炎锤钢锤龙,Uragantuan Hammer,
104,野猪锤,Bull Hammer,
105,野猪头锤,Bull Head Hammer,
106,野猪战锤,Bull Tusk Hammer,
107,大锤 Lobstruoity,Lobstruoity,
108,龙虾王重锤,King Lobstrosity,
109,皇家龙虾重锤,Royal Lobstrosity,
110,混沌之锤,Devil's Due,
111,混沌冲击,Devil's Crush,
112,混沌尼禄,Nero's Chaos,
113,大地重锤,Gaiasp,
114,大地巨锤,Gaiarch,
115,Ｇ・大地巨锤,Great Gaiarch,
116,盖亚重锤,Mother Gaiarch,
117,盖亚起源,Gaia Horizon,
118,敲鼓锤,Portsmark,
119,腐朽大锤,Rusted Hammer,
120,生锈大锤,Tarnished Hammer,
121,气息・核心,Breath Core Hammer,
122,熔岩・核心,Lava Core Hammer,
123,坚甲・核心,Crust Core Hammer,
124,严重风化的大锤,Worn Hammer,
125,风化的大锤,Weathered Hammer,
126,脉动・核心,Pulsating Core,
127,流星・核心,Meteoric Core,
128,煌黑之坚锤,Alatreon Hammer,
129,煌黑坚锤阿尔梅塔,Alatreon Metamorph,
130,神灭锤阿尔梅塔利亚,Altheos Morphexo,
131,米吉多核心,Megiddo Core,
132,拥抱始祖之炎的花,The Anteferno,
134,疯狂钻石,Majestic Scepter,
