id,name,english,source
39,Arzuros Strikequill,Arzuros Strikequill,mh3g-id-res-game-array+mh3u-legacy-display-list
40,Gun Dao,Gun Dao,mh3g-id-res-game-array+mh3u-legacy-display-list
41,Yan Yua Dao,Yan Yua Dao,mh3g-id-res-game-array+mh3u-legacy-display-list
42,Yi Duan,Yi Duan,mh3g-id-res-game-array+mh3u-legacy-display-list
43,Drowning Shaft,Drowning Shaft,mh3g-id-res-game-array+mh3u-legacy-display-list
44,Douser Bardiche,Douser Bardiche,mh3g-id-res-game-array+mh3u-legacy-display-list
45,Wasserfallis,Wasserfallis,mh3g-id-res-game-array+mh3u-legacy-display-list
46,Enfeebling Glaive,Enfeebling Glaive,mh3g-id-res-game-array+mh3u-legacy-display-list
47,Dispatcher Glaive,Dispatcher Glaive,mh3g-id-res-game-array+mh3u-legacy-display-list
48,Asthenia Glaive,Asthenia Glaive,mh3g-id-res-game-array+mh3u-legacy-display-list
49,Canine Katana,Canine Katana,mh3g-id-res-game-array+mh3u-legacy-display-list
50,Lupine Katana,Lupine Katana,mh3g-id-res-game-array+mh3u-legacy-display-list
51,Cerberus Katana,Cerberus Katana,mh3g-id-res-game-array+mh3u-legacy-display-list
52,Ananta Boneblade,Ananta Boneblade,mh3g-id-res-game-array+mh3u-legacy-display-list
53,Ananta Boneblade +,Ananta Boneblade +,mh3g-id-res-game-array+mh3u-legacy-display-list
54,Shadowbinder,Shadowbinder,mh3g-id-res-game-array+mh3u-legacy-display-list
55,Soulbinder,Soulbinder,mh3g-id-res-game-array+mh3u-legacy-display-list
56,Soulstrangler,Soulstrangler,mh3g-id-res-game-array+mh3u-legacy-display-list
57,Diapason,Diapason,mh3g-id-res-game-array+mh3u-legacy-display-list
58,Diapason +,Diapason +,mh3g-id-res-game-array+mh3u-legacy-display-list
59,Crimsonfork,Crimsonfork,mh3g-id-res-game-array+mh3u-legacy-display-list
60,Chrome Mazurka,Chrome Mazurka,mh3g-id-res-game-array+mh3u-legacy-display-list
61,Chrome Waltz,Chrome Waltz,mh3g-id-res-game-array+mh3u-legacy-display-list
62,"Wyvern Blade ""Fire""","Wyvern Blade ""Fire""",mh3g-id-res-game-array+mh3u-legacy-display-list
63,"Wyvern Blade ""Flame""","Wyvern Blade ""Flame""",mh3g-id-res-game-array+mh3u-legacy-display-list
64,"Wyvern Blade ""Flare""","Wyvern Blade ""Flare""",mh3g-id-res-game-array+mh3u-legacy-display-list
65,"Wyvern Blade ""Pale""","Wyvern Blade ""Pale""",mh3g-id-res-game-array+mh3u-legacy-display-list
66,"Wyvern Blade ""Bloom""","Wyvern Blade ""Bloom""",mh3g-id-res-game-array+mh3u-legacy-display-list
67,"Wyvern Blade ""Blaze""","Wyvern Blade ""Blaze""",mh3g-id-res-game-array+mh3u-legacy-display-list
68,"Wyvern Blade ""Rose""","Wyvern Blade ""Rose""",mh3g-id-res-game-array+mh3u-legacy-display-list
69,Mountain Reaper,Mountain Reaper,mh3g-id-res-game-array+mh3u-legacy-display-list
70,Mountain Archreaper,Mountain Archreaper,mh3g-id-res-game-array+mh3u-legacy-display-list
71,Wild Heights,Wild Heights,mh3g-id-res-game-array+mh3u-legacy-display-list
72,Grandfolly,Grandfolly,mh3g-id-res-game-array+mh3u-legacy-display-list
73,Tribulation,Tribulation,mh3g-id-res-game-array+mh3u-legacy-display-list
74,Bleeding Cross,Bleeding Cross,mh3g-id-res-game-array+mh3u-legacy-display-list
75,Bleeding Cross +,Bleeding Cross +,mh3g-id-res-game-array+mh3u-legacy-display-list
76,Mephitic Katana,Mephitic Katana,mh3g-id-res-game-array+mh3u-legacy-display-list
77,Vampiric Edge,Vampiric Edge,mh3g-id-res-game-array+mh3u-legacy-display-list
78,Camilla Bloodsucker,Camilla Bloodsucker,mh3g-id-res-game-array+mh3u-legacy-display-list
79,Crimson Cross,Crimson Cross,mh3g-id-res-game-array+mh3u-legacy-display-list
80,Lost Eden,Lost Eden,mh3g-id-res-game-array+mh3u-legacy-display-list
81,Banished Blood,Banished Blood,mh3g-id-res-game-array+mh3u-legacy-display-list
82,Law of the Guilty,Law of the Guilty,mh3g-id-res-game-array+mh3u-legacy-display-list
83,Dancing Flames,Dancing Flames,mh3g-id-res-game-array+mh3u-legacy-display-list
84,Dancing Hellfire,Dancing Hellfire,mh3g-id-res-game-array+mh3u-legacy-display-list
85,Principal Flame,Principal Flame,mh3g-id-res-game-array+mh3u-legacy-display-list
86,Snow Siren,Snow Siren,mh3g-id-res-game-array+mh3u-legacy-display-list
87,Blizzard Siren,Blizzard Siren,mh3g-id-res-game-array+mh3u-legacy-display-list
88,Glacial Diva,Glacial Diva,mh3g-id-res-game-array+mh3u-legacy-display-list
89,Dios Katana,Dios Katana,mh3g-id-res-game-array+mh3u-legacy-display-list
90,Dios Katana +,Dios Katana +,mh3g-id-res-game-array+mh3u-legacy-display-list
91,Demolition Katana,Demolition Katana,mh3g-id-res-game-array+mh3u-legacy-display-list
92,Pyro Demolisher,Pyro Demolisher,mh3g-id-res-game-array+mh3u-legacy-display-list
93,Barbarian Blade,Barbarian Blade,mh3g-id-res-game-array+mh3u-legacy-display-list
94,"Barbarian ""Sharq""","Barbarian ""Sharq""",mh3g-id-res-game-array+mh3u-legacy-display-list
95,Kibamaru,Kibamaru,mh3g-id-res-game-array+mh3u-legacy-display-list
96,Megiddo Katana,Megiddo Katana,mh3g-id-res-game-array+mh3u-legacy-display-list
97,The Adjudition,The Adjudition,mh3g-id-res-game-array+mh3u-legacy-display-list
98,Dark Claw,Dark Claw,mh3g-id-res-game-array+mh3u-legacy-display-list
99,"Dark Claw ""Demise""","Dark Claw ""Demise""",mh3g-id-res-game-array+mh3u-legacy-display-list
100,Altheos Altrusta,Altheos Altrusta,mh3g-id-res-game-array+mh3u-legacy-display-list
101,"Reaver ""Cruelty""","Reaver ""Cruelty""",mh3g-id-res-game-array+mh3u-legacy-display-list
102,"Reaver ""Calamity""","Reaver ""Calamity""",mh3g-id-res-game-array+mh3u-legacy-display-list
103,Nero's Calamity,Nero's Calamity,mh3g-id-res-game-array+mh3u-legacy-display-list
104,Windeater,Windeater,mh3g-id-res-game-array+mh3u-legacy-display-list
105,Soundeater,Soundeater,mh3g-id-res-game-array+mh3u-legacy-display-list
106,Zephyr,Zephyr,mh3g-id-res-game-array+mh3u-legacy-display-list
107,Hairtail's Hairblade,Hairtail's Hairblade,mh3g-id-res-game-array+mh3u-legacy-display-list
108,Fresh Hairblade,Fresh Hairblade,mh3g-id-res-game-array+mh3u-legacy-display-list
109,Premium Hairblade,Premium Hairblade,mh3g-id-res-game-array+mh3u-legacy-display-list
110,Tenebra,Tenebra,mh3g-id-res-game-array+mh3u-legacy-display-list
111,Tenebra D,Tenebra D,mh3g-id-res-game-array+mh3u-legacy-display-list
112,Rising Soul,Rising Soul,mh3g-id-res-game-array+mh3u-legacy-display-list
113,Conqueror's Sword,Conqueror's Sword,mh3g-id-res-game-array+reviewed-japan-only-crosswalk
114,Starlight Gate,Starlight Gate,mh3g-id-res-game-array+reviewed-japan-only-crosswalk
