id,name,english,source
293,Grand Amagi Hakama,Grand Amagi Hakama,
294,Yamato Gusoku Prime,Yamato Gusoku Prime,
295,Mutsu Gusoku Prime,Mutsu Gusoku Prime,
296,Hyuga Hakama Prime,Hyuga Hakama Prime,
297,Amagi Hakama Prime,Amagi Hakama Prime,
298,Vangis Greaves X,Vangis Greaves X,
299,Vangis Leggings X,Vangis Leggings X,
300,Escadora Scale X,Escadora Scale X,
301,Escadora Scala X,Escadora Scala X,
302,Zinogre Greaves X,Zinogre Greaves X,
303,Zinogre Leggings X,Zinogre Leggings X,
304,Zinogre Greaves Z,Zinogre Greaves Z,
305,Zinogre Leggings Z,Zinogre Leggings Z,
306,Nibelsnarf Greaves X,Nibelsnarf Greaves X,
307,Nibelsnarf Leggngs X,Nibelsnarf Leggngs X,
308,Duramboros Greaves X,Duramboros Greaves X,
309,Duramboros Leggngs X,Duramboros Leggngs X,
310,Duramboros Greaves Z,Duramboros Greaves Z,
311,Duramboros Leggngs Z,Duramboros Leggngs Z,
312,Nargacuga Greaves X,Nargacuga Greaves X,
313,Nargacuga Leggings X,Nargacuga Leggings X,
314,Nargacuga Greaves Z,Nargacuga Greaves Z,
315,Nargacuga Leggings Z,Nargacuga Leggings Z,
316,Lambent Gaiters,Lambent Gaiters,
317,Silhouette Gaiters,Silhouette Gaiters,
318,Plesioth Greaves X,Plesioth Greaves X,
319,Plesioth Leggings X,Plesioth Leggings X,
320,Plesioth Greaves Z,Plesioth Greaves Z,
321,Plesioth Leggings Z,Plesioth Leggings Z,
322,Brachydios Greaves X,Brachydios Greaves X,
323,Brachydios Leggngs X,Brachydios Leggngs X,
324,Miralis Drogues,Miralis Drogues,
325,Miralis Kedges,Miralis Kedges,
326,Damascus Greaves X,Damascus Greaves X,
327,Damascus Leggings X,Damascus Leggings X,
328,Dober Greaves X,Dober Greaves X,
329,Dober Leggings X,Dober Leggings X,
334,Aelucanth Crura X,Aelucanth Crura X,
335,Aelucanth Tarsi X,Aelucanth Tarsi X,
336,Rhopessa Crura X,Rhopessa Crura X,
337,Rhopessa Tarsi X,Rhopessa Tarsi X,
338,Mosgharl Roots X,Mosgharl Roots X,
339,Mosgharl Radicles X,Mosgharl Radicles X,
340,Artian Greaves X,Artian Greaves X,
341,Artian Leggings X,Artian Leggings X,
342,Dianthus Wealpants,Dianthus Wealpants,
343,Campanile Wealpants,Campanile Wealpants,
344,Strider's Espadrlles,Strider's Espadrlles,
345,Deadeye's Espdrlles,Deadeye's Espdrlles,
346,Guild Bard Boots X,Guild Bard Boots X,
347,Guild Bard Gaiters X,Guild Bard Gaiters X,
348,Scholar's Socks X,Scholar's Socks X,
349,Scholar's Sandals X,Scholar's Sandals X,
352,Sailor Socks,Sailor Socks,
353,Sailor Sandals,Sailor Sandals,
354,Chakra Anklet,Chakra Anklet,
369,Black Leather Chaps,Black Leather Chaps,
370,Black Leather Pants,Black Leather Pants,
